DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2023-07-15,Zona Norte,3431.27,600.98,2539.28
2023-07-15,Zona Occidente,2336.18,1177.81,207.45
2023-07-15,Zona Llanos,219.58,1213.07,7185.23
2023-07-15,Zona Sur,2293.63,4044.98,5359
2023-07-15,Zona Oriente,6623.93,769.67,587.98
2023-07-16,Zona Norte,2150.04,1306.02,1253.98
2023-07-16,Zona Occidente,1038.39,1040.73,210.15
2023-07-16,Zona Llanos,1683.84,2137.7,8268.17
2023-07-16,Zona Sur,4251.21,691.35,2317.57
2023-07-16,Zona Oriente,3150.67,61.48,778.02
2023-07-17,Zona Norte,235,1327.77,4007.97
2023-07-17,Zona Occidente,1514.84,539.91,235.96
2023-07-17,Zona Llanos,442.88,2253.08,4601.3
2023-07-17,Zona Sur,7668.16,308.06,2354.35
2023-07-17,Zona Oriente,2682.68,3048.6,186.36
2023-07-18,Zona Norte,338.13,1957.18,1317.32
2023-07-18,Zona Occidente,1142.12,646.36,2079.74
2023-07-18,Zona Llanos,325.62,258.57,2238.28
2023-07-18,Zona Sur,1850.1,2642.91,3058.46
2023-07-18,Zona Oriente,6924.32,571.85,2464.41
2023-07-19,Zona Norte,190.01,670.35,2133.81
2023-07-19,Zona Occidente,497.1,4324.48,3550.88
2023-07-19,Zona Llanos,855.9,250.85,42.95
2023-07-19,Zona Sur,2690.71,1068.5,6641.01
2023-07-19,Zona Oriente,10110.45,865.71,1163.26
2023-07-20,Zona Norte,4847.52,1853.91,590.01
2023-07-20,Zona Occidente,628.47,1067.29,1185.89
2023-07-20,Zona Llanos,3468.99,3460.1,4969.23
2023-07-20,Zona Sur,2277.39,307.13,4429.27
2023-07-20,Zona Oriente,1895.59,978.62,3001.26
2023-07-21,Zona Norte,6586.56,571.59,1054.1
2023-07-21,Zona Occidente,2444.42,2215.88,1405.34
2023-07-21,Zona Llanos,406.69,3412.61,7368.99
2023-07-21,Zona Sur,496.81,1093.32,4406.54
2023-07-21,Zona Oriente,7028.95,1328.71,1177.75
2023-07-22,Zona Norte,349.67,2350.88,2613.19
2023-07-22,Zona Occidente,620.69,3022.69,3013.26
2023-07-22,Zona Llanos,4428.28,2127.8,1294.88
2023-07-22,Zona Sur,1062.52,442.07,5365.69
2023-07-22,Zona Oriente,7316.36,111.74,1030.53
2023-07-23,Zona Norte,2276.84,568.02,3587.91
2023-07-23,Zona Occidente,2787.71,2317.39,663.76
2023-07-23,Zona Llanos,582.89,1908.78,5581.31
2023-07-23,Zona Sur,120.93,1699.89,826.09
2023-07-23,Zona Oriente,6027.67,182.23,192.65
2023-07-24,Zona Norte,266.36,1029.91,524.4
2023-07-24,Zona Occidente,3541.59,51.66,3122.04
2023-07-24,Zona Llanos,2672.16,2062.42,4403.14
2023-07-24,Zona Sur,2532.35,549.28,175.08
2023-07-24,Zona Oriente,1234.33,2389.81,1972.1
2023-07-25,Zona Norte,5872.87,864.27,5545.19
2023-07-25,Zona Occidente,2130.87,63.35,2707.18
2023-07-25,Zona Llanos,682.73,170.52,1962.8
2023-07-25,Zona Sur,240.1,2761.66,704.18
2023-07-25,Zona Oriente,1745.93,2372.47,436.23
2023-07-26,Zona Norte,4774.13,1348.97,4254.37
2023-07-26,Zona Occidente,1268.54,675.22,3522.96
2023-07-26,Zona Llanos,6909.59,356.16,4815.28
2023-07-26,Zona Sur,586.69,2542.82,832.33
2023-07-26,Zona Oriente,3254.98,1915.43,2691.14
2023-07-27,Zona Norte,3309.1,39.82,1417.31
2023-07-27,Zona Occidente,7399.49,299.16,9356.15
2023-07-27,Zona Llanos,539.78,1815.6,1051.74
2023-07-27,Zona Sur,7.21,2719.01,1042.81
2023-07-27,Zona Oriente,3281.39,1449.33,654.09
2023-07-28,Zona Norte,1133.38,435.52,901.97
2023-07-28,Zona Occidente,5882.32,1181.5,2172.74
2023-07-28,Zona Llanos,232.1,498.14,1223.7
2023-07-28,Zona Sur,4680.44,3533.75,7333.45
2023-07-28,Zona Oriente,3437.55,1693.28,3212.32
2023-07-29,Zona Norte,1216.29,1786.51,6639.01
2023-07-29,Zona Occidente,4516.11,519.14,152.74
2023-07-29,Zona Llanos,4642.63,2455.15,5033.71
2023-07-29,Zona Sur,503.25,2839.72,3426.63
2023-07-29,Zona Oriente,8088.43,3597.97,4905.28
2023-07-30,Zona Norte,5725.23,4679.74,12281.55
2023-07-30,Zona Occidente,2221.17,163.54,806.65
2023-07-30,Zona Llanos,2305.8,1816.11,1452.35
2023-07-30,Zona Sur,3224.76,1780.84,2604.76
2023-07-30,Zona Oriente,6426.43,715.44,1326.56
2023-07-31,Zona Norte,5252.78,835.67,3870.24
2023-07-31,Zona Occidente,881.42,96.99,1513.6
2023-07-31,Zona Llanos,3767.34,1332.51,10.19
2023-07-31,Zona Sur,578.11,1549.54,4682.02
2023-07-31,Zona Oriente,1689.32,1443.42,1429.38
2023-08-01,Zona Norte,5961.38,429.51,2389.55
2023-08-01,Zona Occidente,35.33,313.85,1466.03
2023-08-01,Zona Llanos,5467.35,3993.01,1964.08
2023-08-01,Zona Sur,4670.13,3875.67,8174.46
2023-08-01,Zona Oriente,496.59,988.26,1202.6
2023-08-02,Zona Norte,1175.76,1118.35,3312.45
2023-08-02,Zona Occidente,292.54,2786.26,5428.55
2023-08-02,Zona Llanos,3067.1,1792.58,305.4
2023-08-02,Zona Sur,3351.11,343.65,2409.03
2023-08-02,Zona Oriente,4746.71,140.33,1697.55
2023-08-03,Zona Norte,1625.32,73.99,5683.55
2023-08-03,Zona Occidente,2775.08,985.92,3239.01
2023-08-03,Zona Llanos,5178.47,860.68,241.44
2023-08-03,Zona Sur,273.57,1957.19,120.34
2023-08-03,Zona Oriente,354.07,2058.07,708.31
2023-08-04,Zona Norte,7424.72,104.91,43.63
2023-08-04,Zona Occidente,2543.89,5141.43,1550.22
2023-08-04,Zona Llanos,7081.62,431.35,3025.8
2023-08-04,Zona Sur,0.66,677.58,4846.01
2023-08-04,Zona Oriente,532.9,1241.74,7452.9
2023-08-05,Zona Norte,1015.08,64.18,4557.32
2023-08-05,Zona Occidente,1120.08,2051.88,4493.78
2023-08-05,Zona Llanos,3964.61,350.96,747.1
2023-08-05,Zona Sur,1575.2,4092.52,895.39
2023-08-05,Zona Oriente,5525.2,465.9,3083.76
2023-08-06,Zona Norte,2986.29,1399.33,4320.97
2023-08-06,Zona Occidente,374.39,666.58,1120.07
2023-08-06,Zona Llanos,3308.01,2725.78,4157.05
2023-08-06,Zona Sur,2859.28,1243.03,3170.55
2023-08-06,Zona Oriente,4306.67,717.31,612.16
2023-08-07,Zona Norte,5897.64,2007.17,677.98
2023-08-07,Zona Occidente,350.62,1311.72,5028.23
2023-08-07,Zona Llanos,5550.69,689.44,4101.88
2023-08-07,Zona Sur,819.4,363.94,5466.14
2023-08-07,Zona Oriente,3264.82,2223.97,1332.49
2023-08-08,Zona Norte,12678.27,1350.02,731.85
2023-08-08,Zona Occidente,817.36,1555.03,1683.37
2023-08-08,Zona Llanos,1332.02,529.37,1348.49
2023-08-08,Zona Sur,3128.46,4457.99,1366.91
2023-08-08,Zona Oriente,354.37,1982.3,14334.16
2023-08-09,Zona Norte,1664.1,3896.22,924.6
2023-08-09,Zona Occidente,397.86,1976.61,1930.3
2023-08-09,Zona Llanos,3198.6,71.27,395.84
2023-08-09,Zona Sur,4203.21,1301.76,150.7
2023-08-09,Zona Oriente,6826.05,76.08,11968.53
2023-08-10,Zona Norte,9936.58,34.32,4401.18
2023-08-10,Zona Occidente,2227.95,4753.74,1747.76
2023-08-10,Zona Llanos,3825.7,112.44,566.23
2023-08-10,Zona Sur,239.79,677.37,12042.12
2023-08-10,Zona Oriente,2496.49,2061.1,1743.81
2023-08-11,Zona Norte,6199.28,911.67,5671.73
2023-08-11,Zona Occidente,2726.01,476.35,565.53
2023-08-11,Zona Llanos,1428.58,890.07,2364.45
2023-08-11,Zona Sur,284.04,2892.27,2194.22
2023-08-11,Zona Oriente,2097.51,76.49,1079.49
2023-08-12,Zona Norte,8475.91,1987.23,4048.58
2023-08-12,Zona Occidente,259.27,636.97,388.35
2023-08-12,Zona Llanos,2556.23,184.11,56.4
2023-08-12,Zona Sur,1876.75,4560.31,7676.49
2023-08-12,Zona Oriente,4812.31,43.21,5058.49
2023-08-13,Zona Norte,558.5,852.26,2649.91
2023-08-13,Zona Occidente,639.94,1253.67,3802.09
2023-08-13,Zona Llanos,4290.08,301.76,350.74
2023-08-13,Zona Sur,3882.83,3652.06,172.09
2023-08-13,Zona Oriente,2485.01,835.28,4122.24
2023-08-14,Zona Norte,8.82,799.7,1923.93
2023-08-14,Zona Occidente,3734.49,3757.95,1689.15
2023-08-14,Zona Llanos,8438.75,4058.24,5057.59
2023-08-14,Zona Sur,2124.12,1957.75,6131.87
2023-08-14,Zona Oriente,5221.74,127.2,4121.99
2023-08-15,Zona Norte,7672.11,2690.63,852.71
2023-08-15,Zona Occidente,6235.53,674.12,3870.73
2023-08-15,Zona Llanos,2341.2,403.3,112.79
2023-08-15,Zona Sur,449.12,4270.66,873.18
2023-08-15,Zona Oriente,176.92,1742.18,11098.18
2023-08-16,Zona Norte,3723.45,940.55,533.04
2023-08-16,Zona Occidente,3825.84,2225.77,291.24
2023-08-16,Zona Llanos,3034.57,1007.21,6590.11
2023-08-16,Zona Sur,188.89,1498.26,2875.1
2023-08-16,Zona Oriente,1382.33,825.3,1919.5
2023-08-17,Zona Norte,2056.76,2375.72,1194.74
2023-08-17,Zona Occidente,179.65,906.48,557.04
2023-08-17,Zona Llanos,13526.52,2531.22,5135.91
2023-08-17,Zona Sur,1459.98,2490.92,7919.02
2023-08-17,Zona Oriente,2250.8,1545.23,6044.2
2023-08-18,Zona Norte,377.74,961.92,827.21
2023-08-18,Zona Occidente,5235.82,1286.22,265.38
2023-08-18,Zona Llanos,7776.65,304.17,1993.09
2023-08-18,Zona Sur,457.68,3045.98,4213.97
2023-08-18,Zona Oriente,3460.67,2379.04,11357.06
2023-08-19,Zona Norte,4228.54,1961.49,7993.27
2023-08-19,Zona Occidente,1444.91,32.72,105.01
2023-08-19,Zona Llanos,3883.92,274.26,72.07
2023-08-19,Zona Sur,2483.9,3150.87,3225.58
2023-08-19,Zona Oriente,498.15,2099.2,441.54
2023-08-20,Zona Norte,4218.92,1999.22,2763.26
2023-08-20,Zona Occidente,1507.95,553.75,27.93
2023-08-20,Zona Llanos,4089.08,316.38,4000.88
2023-08-20,Zona Sur,217.49,2364.29,1447.2
2023-08-20,Zona Oriente,2099.68,498.5,4192.07
2023-08-21,Zona Norte,1819.47,550.56,4490.31
2023-08-21,Zona Occidente,8849.84,554.99,2471.19
2023-08-21,Zona Llanos,3871.98,3319.52,2703.95
2023-08-21,Zona Sur,530.67,301.93,359.74
2023-08-21,Zona Oriente,110.05,2774.88,3977.16
2023-08-22,Zona Norte,483.46,1099.8,2564.02
2023-08-22,Zona Occidente,4491.66,512.67,4237.46
2023-08-22,Zona Llanos,38.17,1486.64,126.28
2023-08-22,Zona Sur,2343.06,554.09,520.89
2023-08-22,Zona Oriente,2900.28,1225.35,2723.81
2023-08-23,Zona Norte,7872.77,1445.72,2666.54
2023-08-23,Zona Occidente,2784.68,1329.66,1781.07
2023-08-23,Zona Llanos,25.89,2575.19,90.85
2023-08-23,Zona Sur,1162.05,1465.88,5968.37
2023-08-23,Zona Oriente,229.31,378.93,1138.82
2023-08-24,Zona Norte,10697.72,460.5,2212.18
2023-08-24,Zona Occidente,2747.56,678.05,2963.61
2023-08-24,Zona Llanos,5.19,1934.06,3837.93
2023-08-24,Zona Sur,106.12,3091.06,1343.87
2023-08-24,Zona Oriente,690.26,32.74,3366.41
2023-08-25,Zona Norte,2962.02,4410.16,4504.57
2023-08-25,Zona Occidente,999.54,593.66,390.99
2023-08-25,Zona Llanos,1381.8,124.02,1388.08
2023-08-25,Zona Sur,4043.18,731.68,6276.01
2023-08-25,Zona Oriente,4355.16,538.58,1134.19
2023-08-26,Zona Norte,1320.65,88.3,10435.32
2023-08-26,Zona Occidente,3377.21,1504.47,171.56
2023-08-26,Zona Llanos,631.08,4681.65,3288.42
2023-08-26,Zona Sur,455.56,1116.93,12.75
2023-08-26,Zona Oriente,8851.25,454.43,1400.44
2023-08-27,Zona Norte,2852.23,964.81,5270.06
2023-08-27,Zona Occidente,3004.28,270.36,1138.88
2023-08-27,Zona Llanos,5898.24,2141.71,1319.01
2023-08-27,Zona Sur,76.89,562.7,1094.44
2023-08-27,Zona Oriente,944.65,1332.45,2853.05
2023-08-28,Zona Norte,3681.83,111.17,2625.03
2023-08-28,Zona Occidente,1757.64,2909.32,3698.21
2023-08-28,Zona Llanos,8298.31,353.33,338.75
2023-08-28,Zona Sur,1736.2,541.75,6458.32
2023-08-28,Zona Oriente,393.86,4358.71,3950.87
2023-08-29,Zona Norte,9993.12,348.56,9265.85
2023-08-29,Zona Occidente,21.55,919.88,5225.46
2023-08-29,Zona Llanos,5974.63,1216.91,1080.83
2023-08-29,Zona Sur,35.18,6344.37,1188.31
2023-08-29,Zona Oriente,2614.08,406.23,2753.42
2023-08-30,Zona Norte,485.54,1684.22,1075.62
2023-08-30,Zona Occidente,6392.59,398.06,1418.49
2023-08-30,Zona Llanos,1066.45,598.2,6207.21
2023-08-30,Zona Sur,66.34,1033.64,166.67
2023-08-30,Zona Oriente,3164.4,1390.77,1584.28
2023-08-31,Zona Norte,2060.03,470.87,4569.05
2023-08-31,Zona Occidente,5520.92,2210.4,999.66
2023-08-31,Zona Llanos,2811.89,2282.22,3560.67
2023-08-31,Zona Sur,3123.57,1282.43,6020.16
2023-08-31,Zona Oriente,1657.38,547.12,1357
2023-09-01,Zona Norte,3030.98,1008.8,6640.42
2023-09-01,Zona Occidente,1216.3,256.15,245.65
2023-09-01,Zona Llanos,78.91,3390.83,1130.54
2023-09-01,Zona Sur,5653.44,36.56,2297.22
2023-09-01,Zona Oriente,1341.05,1000.86,1021.14
2023-09-02,Zona Norte,2858.7,3140.66,7196.67
2023-09-02,Zona Occidente,1827.12,252.64,6414.3
2023-09-02,Zona Llanos,4331.2,901.89,548.83
2023-09-02,Zona Sur,2205.41,196.64,3862.93
2023-09-02,Zona Oriente,5946.17,3638.97,862.07
2023-09-03,Zona Norte,5666.67,2575.45,3672.01
2023-09-03,Zona Occidente,1822.33,561.97,1669.13
2023-09-03,Zona Llanos,2863.27,2089.87,1344.02
2023-09-03,Zona Sur,948.84,1255.97,3678.59
2023-09-03,Zona Oriente,2659.49,375.64,2751.56
2023-09-04,Zona Norte,4413.17,175.48,4014.92
2023-09-04,Zona Occidente,3139.24,348.58,1082.44
2023-09-04,Zona Llanos,762.15,1205.63,4961.7
2023-09-04,Zona Sur,5654.18,3764.65,1609.4
2023-09-04,Zona Oriente,1685.47,1823.93,4095.05
2023-09-05,Zona Norte,1303.26,2057.36,4553.21
2023-09-05,Zona Occidente,5059.14,189.89,691.18
2023-09-05,Zona Llanos,3031.44,2165.15,1217.55
2023-09-05,Zona Sur,228.86,77.87,68.49
2023-09-05,Zona Oriente,2210.1,2539.58,4805.98
2023-09-06,Zona Norte,215.93,269.53,128.05
2023-09-06,Zona Occidente,2462.2,794.32,1555.02
2023-09-06,Zona Llanos,1191.89,750.57,5493.39
2023-09-06,Zona Sur,3981.21,708.61,3775.04
2023-09-06,Zona Oriente,3597.25,2361.9,48.59
2023-09-07,Zona Norte,12351.8,1870.31,2751.12
2023-09-07,Zona Occidente,539.42,864.02,995.31
2023-09-07,Zona Llanos,292.05,807.53,4542.08
2023-09-07,Zona Sur,311,309.67,5265.1
2023-09-07,Zona Oriente,1386.29,2388.79,1597.97
2023-09-08,Zona Norte,1107.85,2193.04,7021.36
2023-09-08,Zona Occidente,6456.36,1396.82,2022.83
2023-09-08,Zona Llanos,224.9,2161.27,2401.26
2023-09-08,Zona Sur,3937.01,290.87,1662.55
2023-09-08,Zona Oriente,1830.01,311.46,1591.5
2023-09-09,Zona Norte,4239.22,5650.19,3561.09
2023-09-09,Zona Occidente,3703.37,531.59,3452.19
2023-09-09,Zona Llanos,3157.12,679.21,4732.93
2023-09-09,Zona Sur,5007.77,1756.21,8067.93
2023-09-09,Zona Oriente,3296.84,1438.22,774.87
2023-09-10,Zona Norte,4800.51,2866.03,3121.46
2023-09-10,Zona Occidente,1506.06,1606.61,5400.66
2023-09-10,Zona Llanos,4733.77,1835.34,3232.89
2023-09-10,Zona Sur,3081.85,653.1,5674.38
2023-09-10,Zona Oriente,3531.06,2427.54,1014.52
2023-09-11,Zona Norte,7397.81,586.71,6506.46
2023-09-11,Zona Occidente,735.76,3003.57,5988.41
2023-09-11,Zona Llanos,1363.28,148.34,89.41
2023-09-11,Zona Sur,7464.51,1020.58,1457.46
2023-09-11,Zona Oriente,525.28,3624.79,3651.85
2023-09-12,Zona Norte,5473.23,254.13,2097.04
2023-09-12,Zona Occidente,899.04,3147.73,2374.54
2023-09-12,Zona Llanos,1344.85,4945.56,878.93
2023-09-12,Zona Sur,7222.25,995.41,2160.76
2023-09-12,Zona Oriente,4097.83,2076.74,13133.8
2023-09-13,Zona Norte,1729.88,238.71,3850.31
2023-09-13,Zona Occidente,2227.17,1044.95,1203.88
2023-09-13,Zona Llanos,3392.98,727.35,1156.72
2023-09-13,Zona Sur,2171.5,2939.52,2081.81
2023-09-13,Zona Oriente,1312.69,145.66,2524.95
2023-09-14,Zona Norte,1102.79,833.53,6884.5
2023-09-14,Zona Occidente,3215.29,1019.05,3121.2
2023-09-14,Zona Llanos,2424.4,3380.48,1063.62
2023-09-14,Zona Sur,8700.07,3206.88,4000.77
2023-09-14,Zona Oriente,79.37,8.35,1612.35
2023-09-15,Zona Norte,1468.27,2066.77,4773.06
2023-09-15,Zona Occidente,1674.46,1212.74,5726.67
2023-09-15,Zona Llanos,7671.2,1825.55,2108.59
2023-09-15,Zona Sur,3764.11,2491.36,3723.51
2023-09-15,Zona Oriente,1266.72,761.95,571.3
2023-09-16,Zona Norte,1089.87,1901.64,3772.34
2023-09-16,Zona Occidente,32.78,3362.87,6118.31
2023-09-16,Zona Llanos,881.97,2916.73,4663.45
2023-09-16,Zona Sur,6019.8,1869.72,91.99
2023-09-16,Zona Oriente,11594.94,987.11,3850.4
2023-09-17,Zona Norte,3789.97,1433.37,5040.5
2023-09-17,Zona Occidente,2906.36,2949.98,382.43
2023-09-17,Zona Llanos,2925.27,3198.53,3485.89
2023-09-17,Zona Sur,3294.26,26.32,151.17
2023-09-17,Zona Oriente,5.62,83.25,4562.41
2023-09-18,Zona Norte,953.97,807.74,2639.57
2023-09-18,Zona Occidente,824.76,2503.85,5591.8
2023-09-18,Zona Llanos,7875.2,301.17,927.43
2023-09-18,Zona Sur,1.5,192.82,1119.58
2023-09-18,Zona Oriente,2752.86,3365.9,919.28
2023-09-19,Zona Norte,4728.43,1208.89,1365.55
2023-09-19,Zona Occidente,609.19,170.58,3230.48
2023-09-19,Zona Llanos,4074.23,1000.04,3877.59
2023-09-19,Zona Sur,1244.65,771.27,29.61
2023-09-19,Zona Oriente,346.44,2932.88,2109.83
2023-09-20,Zona Norte,6211.38,206.51,1983.52
2023-09-20,Zona Occidente,134.97,2635.9,1918.12
2023-09-20,Zona Llanos,64.99,67.92,2806.32
2023-09-20,Zona Sur,2997.45,1294.29,2676.3
2023-09-20,Zona Oriente,755.51,1280.54,230.28
2023-09-21,Zona Norte,3535.61,3332.41,6600.6
2023-09-21,Zona Occidente,2727.39,348.44,9412.91
2023-09-21,Zona Llanos,645.67,253.7,65.74
2023-09-21,Zona Sur,6108.96,970.82,2052.6
2023-09-21,Zona Oriente,6277.66,4107.45,1189.93
2023-09-22,Zona Norte,4535.23,624.97,75.41
2023-09-22,Zona Occidente,8764.88,3045,8067.7
2023-09-22,Zona Llanos,29.79,737.07,3065.34
2023-09-22,Zona Sur,123.28,563.03,5306.6
2023-09-22,Zona Oriente,3245.99,2202.84,975.17
2023-09-23,Zona Norte,1394.35,3006.68,636.56
2023-09-23,Zona Occidente,10364.61,26.79,810.2
2023-09-23,Zona Llanos,983.31,1784.91,8941.85
2023-09-23,Zona Sur,1095.29,1542.14,1429.66
2023-09-23,Zona Oriente,4013.97,1003.72,4596.84
2023-09-24,Zona Norte,5285.32,2257.71,1201.02
2023-09-24,Zona Occidente,399.36,645.55,1593.05
2023-09-24,Zona Llanos,321.69,1152.37,5302.32
2023-09-24,Zona Sur,4073.03,819.34,3636.88
2023-09-24,Zona Oriente,2737.9,872.06,1122.28
2023-09-25,Zona Norte,5062.33,1452.89,6489.42
2023-09-25,Zona Occidente,3765.48,371.13,1082.53
2023-09-25,Zona Llanos,1.17,3555.55,3957.28
2023-09-25,Zona Sur,64.81,750.34,4449.51
2023-09-25,Zona Oriente,6970.31,1587.28,1276.36
2023-09-26,Zona Norte,210.16,227.5,1230.47
2023-09-26,Zona Occidente,985.28,1398.89,1018.21
2023-09-26,Zona Llanos,3297.84,1271.15,1621.43
2023-09-26,Zona Sur,3972.99,2145.91,2166.41
2023-09-26,Zona Oriente,2173.28,323.13,4025.62
2023-09-27,Zona Norte,4588.06,2820.48,1460.76
2023-09-27,Zona Occidente,4915.77,2533.29,3876.25
2023-09-27,Zona Llanos,166.28,1103.45,8246.84
2023-09-27,Zona Sur,4064.18,206.58,1314.72
2023-09-27,Zona Oriente,1121.99,1575.74,484.04
2023-09-28,Zona Norte,525.04,6362.54,5682.39
2023-09-28,Zona Occidente,9173.14,3758.23,7216.32
2023-09-28,Zona Llanos,1494.29,174.89,5772.14
2023-09-28,Zona Sur,992.46,50.04,316.64
2023-09-28,Zona Oriente,7590.02,1356.09,1154.8
2023-09-29,Zona Norte,1534.45,1362.27,977.65
2023-09-29,Zona Occidente,8651.81,714.87,1008.11
2023-09-29,Zona Llanos,1539.32,4125.31,10037.94
2023-09-29,Zona Sur,7019.57,550.6,3954.95
2023-09-29,Zona Oriente,19.9,1193.28,947.67
2023-09-30,Zona Norte,6070.58,2156.82,1849.51
2023-09-30,Zona Occidente,113.79,998.13,506.12
2023-09-30,Zona Llanos,621.33,122.34,3399.6
2023-09-30,Zona Sur,51.34,180.94,4195.02
2023-09-30,Zona Oriente,6524.55,2180.78,3366.64
2023-10-01,Zona Norte,528.78,728.81,7146.27
2023-10-01,Zona Occidente,4277.1,1458.93,4701.15
2023-10-01,Zona Llanos,10862.57,545.22,612.43
2023-10-01,Zona Sur,3872.37,3511.35,5886.31
2023-10-01,Zona Oriente,74.88,3915.43,2088.58
2023-10-02,Zona Norte,669.32,1954.58,4761.16
2023-10-02,Zona Occidente,3050.41,1655.51,2363.56
2023-10-02,Zona Llanos,1155.93,520.58,534.68
2023-10-02,Zona Sur,4174.56,577.55,711.35
2023-10-02,Zona Oriente,3266.8,2054.8,2822.89
2023-10-03,Zona Norte,2848.35,1011.9,1333.33
2023-10-03,Zona Occidente,320.54,2162.83,1917.38
2023-10-03,Zona Llanos,12975.77,1257.34,6132.98
2023-10-03,Zona Sur,2375.2,917.42,3233.85
2023-10-03,Zona Oriente,973.33,5754.42,8355.26
2023-10-04,Zona Norte,4564.73,3888.58,7019.55
2023-10-04,Zona Occidente,6076.28,2885.67,1006.44
2023-10-04,Zona Llanos,3121.18,256.65,631.9
2023-10-04,Zona Sur,5085.31,779.41,6212.32
2023-10-04,Zona Oriente,566.28,3588.81,4621.54
2023-10-05,Zona Norte,6717.37,4992.24,1992.96
2023-10-05,Zona Occidente,3701.38,587.77,1215.99
2023-10-05,Zona Llanos,4807.04,937.67,6605.22
2023-10-05,Zona Sur,391.43,1823.53,6011.3
2023-10-05,Zona Oriente,2374.81,2394.37,477.68
2023-10-06,Zona Norte,6321.23,502.15,3010.7
2023-10-06,Zona Occidente,3958.77,196.76,2786.92
2023-10-06,Zona Llanos,559.9,3911.15,3520.69
2023-10-06,Zona Sur,335.34,825.74,1045.99
2023-10-06,Zona Oriente,5129.24,2389.7,5041.52
2023-10-07,Zona Norte,3354.47,861.04,2880.77
2023-10-07,Zona Occidente,11979.53,225.48,7611.82
2023-10-07,Zona Llanos,1767.36,5117.13,5618.7
2023-10-07,Zona Sur,548.65,1308.57,2756.63
2023-10-07,Zona Oriente,1092.87,1410.65,1575.6
2023-10-08,Zona Norte,481.47,3223.21,3437.09
2023-10-08,Zona Occidente,2280.95,412.58,6914.5
2023-10-08,Zona Llanos,7829.07,669.14,1510.98
2023-10-08,Zona Sur,2111.9,1049.13,301.54
2023-10-08,Zona Oriente,226.81,200.26,978.98
2023-10-09,Zona Norte,771.73,801,3806.08
2023-10-09,Zona Occidente,4712.04,3421.57,3885.95
2023-10-09,Zona Llanos,4999,4194.41,7548.08
2023-10-09,Zona Sur,938.84,570.59,909.57
2023-10-09,Zona Oriente,7067.83,941.01,888.23
2023-10-10,Zona Norte,1687.4,15.88,3314.63
2023-10-10,Zona Occidente,4152.25,880.34,3151.07
2023-10-10,Zona Llanos,1882.14,4192.4,3361.33
2023-10-10,Zona Sur,6045.93,929.62,91.1
2023-10-10,Zona Oriente,2411.05,2578.39,5573.18
2023-10-11,Zona Norte,2309.76,37.88,1006.61
2023-10-11,Zona Occidente,1063.44,568.19,5856.88
2023-10-11,Zona Llanos,1646.02,1974.19,639.02
2023-10-11,Zona Sur,4192.99,2666.03,2258.42
2023-10-11,Zona Oriente,920.16,553.6,283.7
2023-10-12,Zona Norte,2991.91,17.68,6354.74
2023-10-12,Zona Occidente,784.05,2244.82,38.83
2023-10-12,Zona Llanos,4422.03,1626.03,62.22
2023-10-12,Zona Sur,894.47,30.62,1016.74
2023-10-12,Zona Oriente,4379.88,1731.84,4709.02
2023-10-13,Zona Norte,3066,1404.85,2812.41
2023-10-13,Zona Occidente,3387.36,112.26,120.2
2023-10-13,Zona Llanos,1933.76,849.51,6166.21
2023-10-13,Zona Sur,925.5,879.72,594.7
2023-10-13,Zona Oriente,2168.79,2489.26,1584.93
2023-10-14,Zona Norte,4653.75,1233.29,348.61
2023-10-14,Zona Occidente,3597.09,1725.54,10453.19
2023-10-14,Zona Llanos,9213.95,1686.66,24.44
2023-10-14,Zona Sur,1766.63,1543.52,8230.3
2023-10-14,Zona Oriente,586.87,4041.52,719.97
2023-10-15,Zona Norte,1671.16,2421.54,1117.63
2023-10-15,Zona Occidente,1527.16,2036.21,1233.4
2023-10-15,Zona Llanos,470.93,180.73,759.47
2023-10-15,Zona Sur,7069.69,1673.26,763.79
2023-10-15,Zona Oriente,4044.76,315.96,10151.54
2023-10-16,Zona Norte,123.77,28.77,1826.03
2023-10-16,Zona Occidente,3680.14,1699.34,1524.12
2023-10-16,Zona Llanos,791.11,220.91,952.92
2023-10-16,Zona Sur,3391.02,1543.33,7960.77
2023-10-16,Zona Oriente,6987.87,3003.41,2975.53
2023-10-17,Zona Norte,2333.15,3437.33,2157.23
2023-10-17,Zona Occidente,3978.13,716.77,1121.95
2023-10-17,Zona Llanos,3462.04,3356.03,12434.31
2023-10-17,Zona Sur,3773.78,108.17,1167.44
2023-10-17,Zona Oriente,2847.63,1758.11,344.16
2023-10-18,Zona Norte,308.38,690.03,4225.38
2023-10-18,Zona Occidente,466.65,1276.59,1376.95
2023-10-18,Zona Llanos,3787.67,341.92,831.26
2023-10-18,Zona Sur,2261.35,421.88,3942.75
2023-10-18,Zona Oriente,6861.8,2904.14,2586.44
2023-10-19,Zona Norte,123.01,1528.13,552.7
2023-10-19,Zona Occidente,841.35,1842.76,2763.57
2023-10-19,Zona Llanos,7075.99,622.58,3559.02
2023-10-19,Zona Sur,1279.18,1037.99,3827.92
2023-10-19,Zona Oriente,2049.47,586.24,939.79
2023-10-20,Zona Norte,4893.06,399.29,2606.19
2023-10-20,Zona Occidente,879.69,8.66,1466.83
2023-10-20,Zona Llanos,7620.24,3516.47,9307.93
